bruteforce,2,4,?,5.7697296142578125e-05
bruteforce,2,4,?,0.00012111663818359375
bruteforce,2,4,?,3.5762786865234375e-05
bruteforce,2,4,?,7.224082946777344e-05
bruteforce,2,4,?,9.870529174804688e-05
bruteforce,2,4,?,8.106231689453125e-05
bruteforce,2,4,?,0.00013518333435058594
bruteforce,2,4,?,4.1484832763671875e-05
bruteforce,2,4,?,3.5762786865234375e-05
bruteforce,2,4,?,3.552436828613281e-05
bruteforce,2,8,?,0.00028061866760253906
bruteforce,2,8,?,0.0005109310150146484
bruteforce,2,8,?,0.0012302398681640625
bruteforce,2,8,?,0.0014944076538085938
bruteforce,2,8,?,0.001795053482055664
bruteforce,2,7,?,0.0007724761962890625
bruteforce,2,8,?,0.0022628307342529297
bruteforce,2,8,?,0.0004715919494628906
bruteforce,2,8,?,5.698204040527344e-05
bruteforce,2,8,?,0.0014562606811523438
bruteforce,2,12,?,0.026814937591552734
bruteforce,2,12,?,0.0014955997467041016
bruteforce,2,11,?,0.00013399124145507812
bruteforce,2,12,?,0.0035393238067626953
bruteforce,2,12,?,0.022932767868041992
bruteforce,2,12,?,0.004812717437744141
bruteforce,2,12,?,0.02941298484802246
bruteforce,2,12,?,0.026351451873779297
bruteforce,2,12,?,0.025313615798950195
bruteforce,2,12,?,0.025018692016601562
bruteforce,2,16,?,0.38538360595703125
bruteforce,2,16,?,0.34825825691223145
bruteforce,2,16,?,0.001764535903930664
bruteforce,2,16,?,0.004336833953857422
bruteforce,2,16,?,0.3842349052429199
bruteforce,2,16,?,0.1257929801940918
bruteforce,2,16,?,0.4109687805175781
bruteforce,2,16,?,0.029296159744262695
bruteforce,2,15,?,0.20057272911071777
bruteforce,2,15,?,0.12473225593566895
bruteforce,2,16,?,0.45676732063293457
bruteforce,2,18,?,1.8613405227661133
bruteforce,2,18,?,1.4941256046295166
bruteforce,2,18,?,0.3690187931060791
bruteforce,2,18,?,1.712475299835205
bruteforce,2,18,?,1.1120398044586182
bruteforce,2,18,?,0.10993838310241699
bruteforce,2,18,?,1.5132756233215332
bruteforce,2,18,?,0.28818440437316895
bruteforce,2,16,?,0.40228772163391113
bruteforce,2,17,?,0.8966054916381836
bruteforce,2,19,?,0.08700346946716309
bruteforce,2,19,?,0.7264628410339355
bruteforce,2,20,?,4.23112154006958
bruteforce,2,18,?,1.5283422470092773
bruteforce,2,20,?,5.273552179336548
bruteforce,2,19,?,3.3639557361602783
bruteforce,2,19,?,0.5938496589660645
bruteforce,2,20,?,6.97937798500061
bruteforce,2,19,?,3.303670644760132
bruteforce,2,22,?,1.2588601112365723
bruteforce,2,22,?,9.09210729598999
bruteforce,2,22,?,25.417285442352295
bruteforce,2,22,?,8.78229832649231
bruteforce,2,22,?,6.293561220169067
bruteforce,2,21,?,0.8685312271118164
bruteforce,2,22,?,27.770822525024414
bruteforce,2,22,?,24.64482355117798
bruteforce,2,22,?,19.39294147491455
bruteforce,2,21,?,13.103591203689575
bruteforce,2,21,?,13.30262017250061
bruteforce,2,23,?,16.592802047729492
bruteforce,2,24,?,62.33965039253235
bruteforce,2,24,?,115.32897591590881
bruteforce,2,24,?,110.84503507614136
bruteforce,2,23,?,51.142544984817505
bruteforce,2,23,?,2.242126703262329
bruteforce,2,24,?,112.13461947441101
bruteforce,2,23,?,25.751582384109497
bruteforce,2,22,?,0.38999176025390625
bruteforce,2,25,?,174.2570116519928
bruteforce,2,26,?,67.95450639724731
bruteforce,2,26,?,438.00669860839844
bruteforce,2,25,?,209.2316336631775
bruteforce,2,24,?,114.3389801979065
bruteforce,2,24,?,114.64992356300354
bruteforce,2,25,?,41.41522216796875
bruteforce,2,24,?,2.6094207763671875
bruteforce,2,25,?,250.47716641426086
bruteforce,2,24,?,6.792866468429565
