bruteforce,2,U,0.00010919570922851562
bruteforce,2,S,0.000118255615234375
bruteforce,2,U,0.00010657310485839844
bruteforce,2,S,4.506111145019531e-05
bruteforce,2,S,6.67572021484375e-05
bruteforce,2,S,0.00010943412780761719
bruteforce,2,S,2.3126602172851562e-05
bruteforce,2,U,9.131431579589844e-05
bruteforce,2,U,9.369850158691406e-05
bruteforce,2,U,9.012222290039062e-05
bruteforce,2,U,0.0021004676818847656
bruteforce,2,U,0.0018270015716552734
bruteforce,2,S,0.0005776882171630859
bruteforce,2,S,0.0008380413055419922
bruteforce,2,U,0.0020699501037597656
bruteforce,2,U,0.0015568733215332031
bruteforce,2,S,0.001026153564453125
bruteforce,2,U,0.0015225410461425781
bruteforce,2,S,0.0008111000061035156
bruteforce,2,S,0.0012388229370117188
bruteforce,2,S,0.0126190185546875
bruteforce,2,S,0.014580011367797852
bruteforce,2,U,0.026244401931762695
bruteforce,2,U,0.025398731231689453
bruteforce,2,S,0.008199453353881836
bruteforce,2,U,0.014869928359985352
bruteforce,2,U,0.024600982666015625
bruteforce,2,S,0.01549386978149414
bruteforce,2,U,0.02901935577392578
bruteforce,2,S,0.02052140235900879
bruteforce,2,S,0.0037691593170166016
bruteforce,2,U,0.45408153533935547
bruteforce,2,S,0.27826619148254395
bruteforce,2,S,0.07929778099060059
bruteforce,2,U,0.09656262397766113
bruteforce,2,S,0.1826329231262207
bruteforce,2,U,0.20248627662658691
bruteforce,2,U,0.5084836483001709
bruteforce,2,S,0.18973326683044434
bruteforce,2,U,0.23644471168518066
bruteforce,2,U,1.8195064067840576
bruteforce,2,U,0.51596999168396
bruteforce,2,U,0.872528076171875
bruteforce,2,U,1.6177303791046143
bruteforce,2,U,1.7418584823608398
bruteforce,2,U,2.0913097858428955
bruteforce,2,U,1.885692834854126
bruteforce,2,S,0.8093359470367432
bruteforce,2,U,0.959726095199585
bruteforce,2,S,0.37425923347473145
bruteforce,2,U,3.658891439437866
bruteforce,2,U,6.439732789993286
bruteforce,2,S,1.6733789443969727
bruteforce,2,U,3.874901294708252
bruteforce,2,U,7.658648729324341
bruteforce,2,U,1.905731439590454
bruteforce,2,U,7.497418642044067
bruteforce,2,S,0.5929856300354004
bruteforce,2,U,7.259899854660034
bruteforce,2,S,0.04155898094177246
bruteforce,2,S,11.818053245544434
bruteforce,2,U,27.098982572555542
bruteforce,2,U,14.473355531692505
bruteforce,2,U,6.338826656341553
bruteforce,2,U,15.873162269592285
bruteforce,2,U,14.908217191696167
bruteforce,2,U,34.65985155105591
bruteforce,2,U,29.32326912879944
bruteforce,2,U,29.948226928710938
bruteforce,2,U,13.965858697891235
bruteforce,2,S,101.47632551193237
bruteforce,2,U,121.64822793006897
bruteforce,2,U,56.93452215194702
bruteforce,2,S,78.02905631065369
bruteforce,2,U,70.22049713134766
bruteforce,2,U,111.65473794937134
bruteforce,2,U,56.92228364944458
bruteforce,2,U,112.75837802886963
bruteforce,2,U,57.17789959907532
bruteforce,2,S,5.744566440582275
bruteforce,3,U,0.00014734268188476562
bruteforce,3,S,5.936622619628906e-05
bruteforce,3,S,5.745887756347656e-05
bruteforce,3,S,0.0001366138458251953
bruteforce,3,U,0.0002143383026123047
bruteforce,3,S,0.00018906593322753906
bruteforce,3,U,0.00016307830810546875
bruteforce,3,U,0.0001456737518310547
bruteforce,3,U,0.0001800060272216797
bruteforce,3,S,6.961822509765625e-05
bruteforce,3,S,0.001056671142578125
bruteforce,3,S,8.630752563476562e-05
bruteforce,3,S,0.0017399787902832031
bruteforce,3,U,0.003803730010986328
bruteforce,3,U,0.0022220611572265625
bruteforce,3,U,0.002661466598510742
bruteforce,3,U,0.002856016159057617
bruteforce,3,U,0.003156900405883789
bruteforce,3,U,0.002285003662109375
bruteforce,3,U,0.0030641555786132812
bruteforce,3,U,0.05356192588806152
bruteforce,3,S,0.0003821849822998047
bruteforce,3,U,0.050531625747680664
bruteforce,3,S,0.01360321044921875
bruteforce,3,U,0.04927873611450195
bruteforce,3,U,0.049645423889160156
bruteforce,3,U,0.05002307891845703
bruteforce,3,U,0.05935263633728027
bruteforce,3,S,0.011613845825195312
bruteforce,3,U,0.04924893379211426
bruteforce,3,U,0.9066336154937744
bruteforce,3,S,0.08982729911804199
bruteforce,3,U,0.8112030029296875
bruteforce,3,U,0.8353738784790039
bruteforce,3,U,0.7755773067474365
bruteforce,3,U,0.8748636245727539
bruteforce,3,U,0.8720176219940186
bruteforce,3,U,0.7489256858825684
bruteforce,3,U,0.8062319755554199
bruteforce,3,S,0.1905992031097412
bruteforce,3,U,3.3967981338500977
bruteforce,3,U,3.2047691345214844
bruteforce,3,U,3.7887821197509766
bruteforce,3,U,3.3023531436920166
bruteforce,3,U,3.326056957244873
bruteforce,3,S,0.2291712760925293
bruteforce,3,S,0.13518047332763672
bruteforce,3,S,1.0004589557647705
bruteforce,3,U,3.0405704975128174
bruteforce,3,S,2.346312999725342
bruteforce,3,S,11.287657737731934
bruteforce,3,U,11.578425645828247
bruteforce,3,S,9.300280809402466
bruteforce,3,U,13.343858480453491
bruteforce,3,S,9.97967529296875
bruteforce,3,U,11.95211911201477
bruteforce,3,U,14.202841758728027
bruteforce,3,S,5.0534443855285645
bruteforce,3,U,12.696704387664795
bruteforce,3,U,13.890279293060303
bruteforce,3,S,16.47397804260254
bruteforce,3,S,29.26995062828064
bruteforce,3,U,56.52771353721619
bruteforce,3,U,53.02184295654297
bruteforce,3,U,52.61662769317627
bruteforce,3,U,56.56301760673523
bruteforce,3,U,69.16848516464233
bruteforce,3,U,61.68276000022888
bruteforce,3,S,1.4776182174682617
bruteforce,3,S,4.385552644729614
bruteforce,3,U,239.3394591808319
bruteforce,3,U,197.79482913017273
