bruteforce,2,4,U,0.00012493133544921875
bruteforce,2,4,S,9.250640869140625e-05
bruteforce,2,4,U,0.00010752677917480469
bruteforce,2,4,S,6.699562072753906e-05
bruteforce,2,4,S,4.863739013671875e-05
bruteforce,2,4,S,9.393692016601562e-05
bruteforce,2,4,S,2.3603439331054688e-05
bruteforce,2,4,U,9.417533874511719e-05
bruteforce,2,4,U,9.34600830078125e-05
bruteforce,2,4,U,8.940696716308594e-05
bruteforce,2,8,U,0.0018835067749023438
bruteforce,2,8,U,0.001783609390258789
bruteforce,2,7,S,0.00045037269592285156
bruteforce,2,8,S,0.00031375885009765625
bruteforce,2,8,U,0.002009153366088867
bruteforce,2,8,U,0.0014960765838623047
bruteforce,2,8,S,0.0008556842803955078
bruteforce,2,8,U,0.0015103816986083984
bruteforce,2,8,S,0.000194549560546875
bruteforce,2,8,S,0.0011606216430664062
bruteforce,2,12,S,0.002512216567993164
bruteforce,2,12,S,0.0009918212890625
bruteforce,2,12,U,0.02368474006652832
bruteforce,2,12,U,0.02112579345703125
bruteforce,2,12,S,0.0007758140563964844
bruteforce,2,11,U,0.013481378555297852
bruteforce,2,12,U,0.02081775665283203
bruteforce,2,12,S,0.024922847747802734
bruteforce,2,12,U,0.024437427520751953
bruteforce,2,12,S,0.006729602813720703
bruteforce,2,16,S,0.030472993850708008
bruteforce,2,16,U,0.40420007705688477
bruteforce,2,16,S,0.07062244415283203
bruteforce,2,16,S,0.05006217956542969
bruteforce,2,14,U,0.0792684555053711
bruteforce,2,16,S,0.12944793701171875
bruteforce,2,15,U,0.17879557609558105
bruteforce,2,16,U,0.5052118301391602
bruteforce,2,16,S,0.35224437713623047
bruteforce,2,15,U,0.21768498420715332
bruteforce,2,18,U,1.730961561203003
bruteforce,2,16,U,0.4834108352661133
bruteforce,2,17,U,0.790947437286377
bruteforce,2,18,U,1.469188928604126
bruteforce,2,18,U,1.4949469566345215
bruteforce,2,18,U,1.7176437377929688
bruteforce,2,18,U,1.6137373447418213
bruteforce,2,18,S,1.0630736351013184
bruteforce,2,17,U,0.8115124702453613
bruteforce,2,18,S,0.15284037590026855
bruteforce,2,19,U,3.324760675430298
bruteforce,2,20,U,6.089251279830933
bruteforce,2,20,S,3.9088399410247803
bruteforce,2,19,U,3.914485216140747
bruteforce,2,20,U,7.741794109344482
bruteforce,2,18,U,1.9333407878875732
bruteforce,2,20,U,7.664060831069946
bruteforce,2,19,S,1.6767311096191406
bruteforce,2,20,U,7.080262899398804
bruteforce,2,20,S,0.9016144275665283
bruteforce,2,22,S,8.73318600654602
bruteforce,2,22,U,26.344570875167847
bruteforce,2,21,U,14.144707918167114
bruteforce,2,20,U,6.041976451873779
bruteforce,2,21,U,15.01320505142212
bruteforce,2,21,U,14.274603128433228
bruteforce,2,22,U,33.81880331039429
bruteforce,2,22,U,31.45651650428772
bruteforce,2,22,U,29.85432767868042
bruteforce,2,21,U,12.704450130462646
bruteforce,2,24,S,101.80243635177612
bruteforce,2,24,U,116.85498452186584
bruteforce,2,23,U,55.089274883270264
bruteforce,2,24,S,36.49069619178772
bruteforce,2,23,U,67.16624784469604
bruteforce,2,24,U,106.32277584075928
bruteforce,2,23,U,54.74726963043213
bruteforce,2,24,U,105.89005422592163
bruteforce,2,23,U,53.927441120147705
bruteforce,2,23,S,7.809797048568726
bruteforce,3,4,U,0.0001780986785888672
bruteforce,3,4,S,0.0001227855682373047
bruteforce,3,4,S,9.179115295410156e-05
bruteforce,3,4,S,0.00024366378784179688
bruteforce,3,4,U,0.00025773048400878906
bruteforce,3,4,S,0.0001888275146484375
bruteforce,3,4,U,0.0001914501190185547
bruteforce,3,4,U,0.0001761913299560547
bruteforce,3,4,U,0.0002181529998779297
bruteforce,3,4,S,0.00021958351135253906
bruteforce,3,8,S,0.0012509822845458984
bruteforce,3,8,S,0.00010943412780761719
bruteforce,3,8,S,0.002157926559448242
bruteforce,3,8,U,0.004111528396606445
bruteforce,3,8,U,0.0025174617767333984
bruteforce,3,8,U,0.0025718212127685547
bruteforce,3,8,U,0.002719879150390625
bruteforce,3,8,U,0.0031287670135498047
bruteforce,3,8,U,0.0021228790283203125
bruteforce,3,8,U,0.0025625228881835938
bruteforce,3,12,U,0.04421877861022949
bruteforce,3,12,S,0.0054357051849365234
bruteforce,3,12,U,0.05055499076843262
bruteforce,3,12,S,0.013176679611206055
bruteforce,3,12,U,0.0452728271484375
