name,kSAT,vars,solution,runtime
MyDumbSAT,6,4,S,0.0003573894500732422
MyDumbSAT,6,4,S,0.0003018379211425781
MyDumbSAT,6,4,S,0.0003113746643066406
MyDumbSAT,6,4,S,0.0003032684326171875
MyDumbSAT,6,4,S,0.0003066062927246094
MyDumbSAT,6,4,S,0.00033020973205566406
MyDumbSAT,6,8,S,0.0006542205810546875
MyDumbSAT,6,8,S,0.0005702972412109375
MyDumbSAT,6,8,S,0.0005321502685546875
MyDumbSAT,6,8,S,0.0006487369537353516
MyDumbSAT,6,8,S,0.0006158351898193359
MyDumbSAT,6,8,S,0.0005278587341308594
MyDumbSAT,6,8,S,0.0005171298980712891
MyDumbSAT,6,8,S,0.0013589859008789062
MyDumbSAT,6,8,S,0.0005919933319091797
MyDumbSAT,6,8,S,0.0008747577667236328
MyDumbSAT,6,12,S,0.0008664131164550781
MyDumbSAT,6,12,S,0.0012497901916503906
MyDumbSAT,6,12,S,0.0016016960144042969
MyDumbSAT,6,12,S,0.0009546279907226562
MyDumbSAT,6,12,S,0.0010247230529785156
MyDumbSAT,6,12,S,0.0008380413055419922
MyDumbSAT,6,12,S,0.0007867813110351562
MyDumbSAT,6,12,S,0.0009000301361083984
MyDumbSAT,6,12,S,0.0023212432861328125
MyDumbSAT,6,12,S,0.0007874965667724609
MyDumbSAT,6,16,S,0.0012171268463134766
MyDumbSAT,6,16,S,0.014311075210571289
MyDumbSAT,6,16,S,0.0011785030364990234
MyDumbSAT,6,16,S,0.009993791580200195
MyDumbSAT,6,16,S,0.0016970634460449219
MyDumbSAT,6,16,S,0.0014102458953857422
MyDumbSAT,6,16,S,0.0026960372924804688
MyDumbSAT,6,16,S,0.0014629364013671875
MyDumbSAT,6,16,S,0.00474095344543457
MyDumbSAT,6,16,S,0.00428462028503418
MyDumbSAT,6,18,S,0.0022563934326171875
MyDumbSAT,6,18,S,0.005705833435058594
MyDumbSAT,6,18,S,0.007855892181396484
MyDumbSAT,6,18,S,0.0015935897827148438
MyDumbSAT,6,18,S,0.002128124237060547
MyDumbSAT,6,18,S,0.0019526481628417969
MyDumbSAT,6,18,S,0.006930828094482422
MyDumbSAT,6,18,S,0.0013103485107421875
MyDumbSAT,6,18,S,0.014017343521118164
MyDumbSAT,6,18,S,0.00793600082397461
MyDumbSAT,6,20,S,0.0030384063720703125
MyDumbSAT,6,20,S,0.043305158615112305
MyDumbSAT,6,20,S,0.006833076477050781
MyDumbSAT,6,20,S,0.002012014389038086
MyDumbSAT,6,20,S,0.01106119155883789
MyDumbSAT,6,20,S,0.01743626594543457
MyDumbSAT,6,20,S,0.014019966125488281
MyDumbSAT,6,20,S,0.002391338348388672
MyDumbSAT,6,20,S,0.1007986068725586
MyDumbSAT,6,20,S,0.006170034408569336
MyDumbSAT,6,22,S,0.026718854904174805
MyDumbSAT,6,22,S,0.003394603729248047
MyDumbSAT,6,22,S,0.39061474800109863
MyDumbSAT,6,22,S,0.016713857650756836
MyDumbSAT,6,22,S,0.0017499923706054688
MyDumbSAT,6,22,S,0.012724876403808594
MyDumbSAT,6,22,S,0.010445356369018555
MyDumbSAT,6,22,S,0.031084537506103516
MyDumbSAT,6,22,S,0.004735231399536133
MyDumbSAT,6,22,S,0.045430898666381836
MyDumbSAT,6,24,S,0.01761770248413086
MyDumbSAT,6,24,S,0.0051648616790771484
MyDumbSAT,6,24,S,0.002203226089477539
MyDumbSAT,6,24,S,0.16076374053955078
MyDumbSAT,6,24,S,0.004365682601928711
MyDumbSAT,6,24,S,0.006790876388549805
MyDumbSAT,6,24,S,0.0049936771392822266
MyDumbSAT,6,24,S,0.006261587142944336
MyDumbSAT,6,24,S,0.4052598476409912
