name,kSAT,vars,solution,runtime
MyDumbSAT_both,2,4,U,9.632110595703125e-05
MyDumbSAT_both,2,4,S,0.00011301040649414062
MyDumbSAT_both,2,4,U,7.843971252441406e-05
MyDumbSAT_both,2,4,S,8.749961853027344e-05
MyDumbSAT_both,2,4,S,7.843971252441406e-05
MyDumbSAT_both,2,4,S,0.00010633468627929688
MyDumbSAT_both,2,4,S,6.651878356933594e-05
MyDumbSAT_both,2,4,U,5.698204040527344e-05
MyDumbSAT_both,2,4,U,8.654594421386719e-05
MyDumbSAT_both,2,4,U,0.00010561943054199219
MyDumbSAT_both,2,8,U,0.0006158351898193359
MyDumbSAT_both,2,8,U,0.000957489013671875
MyDumbSAT_both,2,7,S,0.0004184246063232422
MyDumbSAT_both,2,8,S,0.00041174888610839844
MyDumbSAT_both,2,8,U,0.0006518363952636719
MyDumbSAT_both,2,8,U,0.0002675056457519531
MyDumbSAT_both,2,8,S,0.00015401840209960938
MyDumbSAT_both,2,8,U,0.0002944469451904297
MyDumbSAT_both,2,8,S,0.0003256797790527344
MyDumbSAT_both,2,8,S,0.0002110004425048828
MyDumbSAT_both,2,12,S,0.0013871192932128906
MyDumbSAT_both,2,12,S,0.0002124309539794922
MyDumbSAT_both,2,12,U,0.006334781646728516
MyDumbSAT_both,2,12,U,0.0039331912994384766
MyDumbSAT_both,2,12,S,0.0004184246063232422
MyDumbSAT_both,2,11,U,0.0066378116607666016
MyDumbSAT_both,2,12,U,0.0017285346984863281
MyDumbSAT_both,2,12,S,0.011466026306152344
MyDumbSAT_both,2,12,U,0.012245416641235352
MyDumbSAT_both,2,12,S,0.0031871795654296875
MyDumbSAT_both,2,16,S,0.005908012390136719
MyDumbSAT_both,2,16,U,0.08783316612243652
MyDumbSAT_both,2,16,S,0.029860496520996094
MyDumbSAT_both,2,16,S,0.03393077850341797
MyDumbSAT_both,2,14,U,0.02949213981628418
MyDumbSAT_both,2,16,S,0.00706934928894043
MyDumbSAT_both,2,15,U,0.07840490341186523
MyDumbSAT_both,2,16,U,0.22899246215820312
MyDumbSAT_both,2,16,S,0.013893365859985352
MyDumbSAT_both,2,15,U,0.19556903839111328
MyDumbSAT_both,2,18,U,0.46818995475769043
MyDumbSAT_both,2,16,U,0.25382018089294434
