dpll,2,4,S,0.0017735958099365234
dpll,2,4,U,0.001961946487426758
dpll,2,4,S,0.0011615753173828125
dpll,2,4,S,0.0016050338745117188
dpll,2,4,U,0.001798868179321289
dpll,2,4,U,0.001077413558959961
dpll,2,4,U,0.0011141300201416016
dpll,2,4,S,0.0012187957763671875
dpll,2,4,S,0.0016171932220458984
dpll,2,4,S,0.001055002212524414
dpll,2,8,S,0.004289388656616211
dpll,2,8,S,0.003223419189453125
dpll,2,8,S,0.0047833919525146484
dpll,2,8,U,0.007151365280151367
dpll,2,8,U,0.0039522647857666016
dpll,2,7,U,0.003891468048095703
dpll,2,8,U,0.011800289154052734
dpll,2,8,S,0.004973411560058594
dpll,2,8,S,0.0030059814453125
dpll,2,8,U,0.0036096572875976562
dpll,2,12,U,0.009862184524536133
dpll,2,12,S,0.0046694278717041016
dpll,2,11,S,0.0096435546875
dpll,2,12,S,0.0044291019439697266
dpll,2,12,S,0.006844997406005859
dpll,2,12,S,0.006973743438720703
dpll,2,12,U,0.004739522933959961
dpll,2,12,U,0.008124351501464844
dpll,2,12,U,0.008677482604980469
dpll,2,12,U,0.007001399993896484
dpll,2,16,S,0.008887767791748047
dpll,2,16,U,0.011300325393676758
dpll,2,16,S,0.008911371231079102
dpll,2,16,S,0.008219480514526367
dpll,2,16,U,0.016826629638671875
dpll,2,16,S,0.016036033630371094
dpll,2,16,U,0.006214618682861328
dpll,2,16,S,0.009350776672363281
dpll,2,15,U,0.009758472442626953
dpll,2,15,S,0.00806283950805664
dpll,2,16,U,0.008516550064086914
dpll,2,18,U,0.012110710144042969
dpll,2,18,U,0.01004791259765625
dpll,2,18,S,0.009653568267822266
dpll,2,18,U,0.00640869140625
dpll,2,18,S,0.022034883499145508
dpll,2,18,S,0.010778427124023438
dpll,2,18,U,0.011358499526977539
dpll,2,18,S,0.010596036911010742
dpll,2,16,U,0.0073354244232177734
dpll,2,17,U,0.010309219360351562
dpll,2,19,S,0.012116193771362305
dpll,2,19,S,0.015166759490966797
dpll,2,20,S,0.011724710464477539
dpll,2,18,U,0.03746604919433594
dpll,2,20,U,0.013594388961791992
dpll,2,19,U,0.011155366897583008
dpll,2,19,S,0.012901544570922852
dpll,2,20,U,0.013896942138671875
dpll,2,19,U,0.030263900756835938
dpll,2,22,S,0.018221616744995117
dpll,2,22,S,0.015213489532470703
dpll,2,22,U,0.016117334365844727
dpll,2,22,S,0.0128631591796875
dpll,2,22,S,0.0142974853515625
dpll,2,21,S,0.013690948486328125
dpll,2,22,U,0.0180208683013916
dpll,2,22,U,0.0181124210357666
dpll,2,22,S,0.026454448699951172
dpll,2,21,U,0.006957292556762695
dpll,2,21,U,0.03191566467285156
dpll,2,23,S,0.017577409744262695
dpll,2,24,S,0.015555143356323242
dpll,2,24,U,0.02803206443786621
dpll,2,24,U,0.013724803924560547
dpll,2,23,U,0.017063379287719727
dpll,2,23,S,0.022812366485595703
dpll,2,24,U,0.012909889221191406
dpll,2,23,S,0.023632526397705078
dpll,2,22,S,0.018738746643066406
dpll,2,25,U,0.028603315353393555
dpll,2,26,S,0.029561519622802734
dpll,2,26,U,0.020417451858520508
dpll,2,25,U,0.051611900329589844
dpll,2,24,U,0.07141447067260742
dpll,2,24,U,0.027050018310546875
dpll,2,25,S,0.02222442626953125
dpll,2,24,S,0.023825645446777344
dpll,2,25,U,0.050102949142456055
dpll,2,24,S,0.016649484634399414
dpll,2,28,U,0.025682926177978516
dpll,2,28,S,0.022800683975219727
dpll,2,27,U,0.03487133979797363
dpll,2,27,U,0.019896268844604492
dpll,2,26,U,0.01588916778564453
dpll,2,28,S,0.020408153533935547
dpll,2,26,S,0.02273416519165039
dpll,2,27,S,0.025138139724731445
dpll,2,27,U,0.01973557472229004
